,icc,pval
wavelet-LLH_gldm_DependenceNonUniformity,0.9675876798494576,0.07722577452659607
wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.8772925546305048,0.15513363480567932
wavelet-LLH_gldm_GrayLevelVariance,0.8297711421199654,0.6109333634376526
wavelet-LLH_gldm_SmallDependenceEmphasis,0.8165978643844053,0.08593340218067169
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.7890000446814689,0.9340859353542328
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.7586931651958289,0.19368016719818115
wavelet-LLH_glrlm_GrayLevelVariance,0.8262765833469559,0.594396710395813
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.7674808136082935,0.07722577452659607
wavelet-LLH_glrlm_RunPercentage,0.7522954174300579,0.08593340218067169
wavelet-LLH_glrlm_ShortRunEmphasis,0.756764269903347,0.0692269504070282
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.7596053362454678,0.37350593507289886
wavelet-LLH_glszm_GrayLevelVariance,0.7747763919431865,0.6276643574237823
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.7997124414739819,0.82233826816082
wavelet-LLH_glszm_SizeZoneNonUniformity,0.9699963599630509,0.3011907488107681
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.8585255701764938,0.8593128323554993
wavelet-LLH_glszm_ZoneEntropy,0.795056867959094,0.6616804599761963
wavelet-LLH_glszm_ZonePercentage,0.8038757689160108,0.07314017415046692
wavelet-LLH_ngtdm_Coarseness,0.9056196964354967,0.09056484699249268
wavelet-LLH_ngtdm_Contrast,0.976026817010668,0.05208057165145874
wavelet-LLH_ngtdm_Strength,0.9390406676115223,0.1348898708820343
wavelet-LLL_firstorder_Mean,0.8216373389648429,0.9340859353542328
wavelet-LLL_firstorder_Median,0.8333047048224294,0.6789510101079941
wavelet-LLL_firstorder_RootMeanSquared,0.8356521041894365,0.594396710395813
wavelet-LLL_glcm_Autocorrelation,0.758849446979274,0.5780609846115112
wavelet-LLL_glcm_DifferenceAverage,0.8025453718135831,0.8965883553028107
wavelet-LLL_glcm_Id,0.8199193715241111,0.3483276069164276
wavelet-LLL_glcm_Idm,0.8078046562814325,0.27924175560474396
wavelet-LLL_glcm_Idmn,0.9127632695367034,0.219833105802536
wavelet-LLL_glcm_Idn,0.8948551565906772,0.8779177963733673
wavelet-LLL_glcm_Imc1,0.8227201470573001,0.2483380287885666
wavelet-LLL_glcm_InverseVariance,0.80959385690408,0.19368016719818115
wavelet-LLL_gldm_DependenceNonUniformity,0.9668026100632684,0.06548145413398743
wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.9110973349272062,0.3361395001411438
wavelet-LLL_gldm_DependenceVariance,0.7651754875715795,0.3607836216688156
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.7828022235942795,0.9717257022857666
wavelet-LLL_gldm_SmallDependenceEmphasis,0.8523269725745781,0.14815247058868408
wavelet-LLL_glrlm_LongRunEmphasis,0.7764427928143781,0.1698138564825058
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.7548117738410648,0.6445824354887009
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,0.8073946144367523,0.1698138564825058
wavelet-LLL_glrlm_RunPercentage,0.7968359695837417,0.15513363480567932
wavelet-LLL_glrlm_RunVariance,0.7675274699341171,0.14815247058868408
wavelet-LLL_glrlm_ShortRunEmphasis,0.7975751387613397,0.14815247058868408
wavelet-LLL_glszm_SizeZoneNonUniformity,0.9690779079574595,0.1698138564825058
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.8435851398450539,0.11105082929134369
wavelet-LLL_glszm_SmallAreaEmphasis,0.818662286492649,0.09538766741752625
wavelet-LLL_glszm_ZonePercentage,0.8405144640842885,0.14815247058868408
wavelet-LLL_ngtdm_Busyness,0.8567297968538811,0.1775200217962265
wavelet-LLL_ngtdm_Contrast,0.8259550345885214,0.5619325190782547
__umbrales__,0.75,0.05
